LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_721;136049.695;534835.652;-3.293;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136092.537;534831.964;-2.476;136110.969;534830.378;1.634;136116.947;534829.863;2.725;136120.434;534829.563;4.435;136120.434;534829.563;4.435;136122.925;534829.349;4.451;136123.92;534829.263;4.38;136136.374;534828.191;-0.052;136138.865;534827.976;0.072;136144.345;534827.505;-2.35;-1;-1;-1;-1;-1;-1;136223.054;534820.729;-4.8
12-2_722;136047.549;534810.744;-3.441;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136090.391;534807.056;-2.497;136109.321;534805.427;1.926;136113.306;534805.084;2.452;136118.786;534804.612;4.405;136118.786;534804.612;4.405;136121.277;534804.398;4.256;136121.276;534804.398;4.256;136133.73;534803.326;0.043;136136.719;534803.068;0.288;136143.195;534802.511;-2.47;-1;-1;-1;-1;-1;-1;136220.908;534795.821;-4.79
12-2_723;136045.403;534785.837;-3.39;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136087.746;534782.192;-2.449;136106.178;534780.605;1.748;136110.661;534780.219;2.41;136116.141;534779.747;4.424;136116.141;534779.747;4.424;136118.632;534779.533;4.335;136118.632;534779.533;4.335;136131.085;534778.461;0.187;136134.572;534778.161;0.144;136141.547;534777.56;-2.46;-1;-1;-1;-1;-1;-1;136218.761;534770.914;-4.79
12-2_724;136043.256;534760.929;-3.403;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136086.098;534757.241;-2.445;136103.035;534755.783;1.575;136107.021;534755.44;2.362;136113.497;534754.883;4.505;136113.497;534754.883;4.505;136115.988;534754.669;4.555;136115.489;534754.711;4.59;136129.935;534753.467;-0.024;136132.426;534753.253;0.159;136136.411;534752.91;-1.51;-1;-1;-1;-1;-1;-1;136216.615;534746.006;-4.77
12-2_725;136041.11;534736.021;-3.396;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136083.454;534732.376;-2.455;136101.387;534730.832;1.669;136105.373;534730.489;2.506;136110.852;534730.018;4.564;136110.852;534730.018;4.564;136113.343;534729.803;4.481;136113.343;534729.803;4.481;136127.291;534728.603;0.021;136130.28;534728.345;0.02;136135.262;534727.916;-1.94;-1;-1;-1;-1;-1;-1;136214.469;534721.098;-4.78
12-2_726;136038.946;534711.363;-3.363;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136081.277;534707.578;-2.422;136099.205;534705.975;1.688;136104.186;534705.529;2.484;136109.664;534705.039;4.665;136109.664;534705.039;4.665;136112.154;534704.816;4.387;136111.656;534704.861;4.548;136124.604;534703.703;0.091;136127.592;534703.436;0.144;136132.572;534702.991;-2.16;-1;-1;-1;-1;-1;-1;136212.254;534695.865;-4.82
12-2_727;136036.719;534686.463;-3.388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136078.552;534682.722;-2.477;136097.975;534680.985;1.87;136101.959;534680.629;2.479;136106.939;534680.183;4.457;136106.939;534680.183;4.457;136109.429;534679.961;4.488;136109.429;534679.961;4.488;136122.876;534678.758;0.037;136125.864;534678.491;0.044;136132.836;534677.867;-2.6;-1;-1;-1;-1;-1;-1;136210.028;534670.965;-4.76
12-2_728;136034.493;534661.562;-3.388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136076.326;534657.821;-2.465;136095.25;534656.129;1.808;136100.231;534655.683;2.633;136104.713;534655.283;4.517;136104.713;534655.283;4.517;136107.203;534655.06;4.505;136107.203;534655.06;4.505;136119.653;534653.946;0.166;136123.139;534653.635;0.106;136129.613;534653.056;-2.51;-1;-1;-1;-1;-1;-1;136207.801;534646.064;-4.77
12-2_729;136032.266;534636.661;-3.381;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136074.099;534632.92;-2.415;136092.526;534631.273;1.735;136098.004;534630.783;2.808;136102.486;534630.382;4.381;136102.486;534630.382;4.381;136104.976;534630.159;4.606;136104.478;534630.204;4.632;136118.423;534628.957;-0.123;136121.411;534628.69;0.096;136126.391;534628.244;-2.34;-1;-1;-1;-1;-1;-1;136205.575;534621.163;-4.76
12-2_730;136030.037;534611.761;-3.339;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136072.368;534607.975;-2.381;136089.798;534606.417;1.524;136095.276;534605.927;2.509;136100.256;534605.482;4.511;136100.256;534605.482;4.511;136102.746;534605.259;4.552;136102.746;534605.259;4.552;136115.2;534604.145;0.19;136118.188;534603.878;0.178;136124.662;534603.299;-2.21;-1;-1;-1;-1;-1;-1;136203.348;534596.263;-4.78
12-2_731;136027.649;534587.567;-3.327;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136070.939;534583.292;-2.182;136088.354;534581.572;1.643;136093.33;534581.081;2.632;136097.808;534580.639;4.35;136097.808;534580.639;4.35;136100.296;534580.393;4.497;136100.296;534580.393;4.497;136113.731;534579.066;0.007;136117.711;534578.673;0.031;136123.682;534578.084;-2.41;-1;-1;-1;-1;-1;-1;136200.807;534570.467;-4.77
12-2_732;136025.191;534562.689;-3.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136069.973;534558.266;-1.801;136084.403;534556.841;1.071;136091.867;534556.104;2.918;136095.35;534555.76;4.391;136095.35;534555.76;4.391;136097.838;534555.514;4.566;136098.335;534555.465;4.572;136110.277;534554.286;0.354;136114.756;534553.844;-0.079;136119.234;534553.401;-1.93;-1;-1;-1;-1;-1;-1;136198.349;534545.588;-4.78
12-2_733;136022.733;534537.81;-3.375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136076.472;534532.503;-0.846;136083.935;534531.766;1.547;136088.911;534531.274;2.49;136093.887;534530.783;4.441;136093.887;534530.783;4.441;136096.375;534530.537;4.381;136096.375;534530.537;4.381;136108.814;534529.309;0.027;136111.8;534529.014;-0.001;136118.766;534528.326;-2.54;-1;-1;-1;-1;-1;-1;136195.891;534520.71;-4.8
12-2_734;136020.275;534512.931;-3.453;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136064.559;534508.558;-2.026;136081.477;534506.887;1.464;136086.453;534506.395;2.269;136091.926;534505.855;4.418;136091.926;534505.855;4.418;136094.414;534505.609;4.29;136093.917;534505.658;4.453;136105.859;534504.479;0.134;136109.342;534504.135;-0.191;136115.313;534503.545;-2.41;-1;-1;-1;-1;-1;-1;136193.433;534495.831;-4.79
12-2_735;136017.817;534488.052;-3.411;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136059.614;534483.924;-2.401;136079.517;534481.959;1.443;136083.995;534481.517;1.925;136089.468;534480.976;4.39;136089.468;534480.976;4.39;136091.956;534480.73;4.37;136091.956;534480.73;4.37;136103.898;534479.551;0.114;136106.884;534479.256;0.235;136113.85;534478.568;-2.36;-1;-1;-1;-1;-1;-1;136190.975;534470.952;-4.8
12-2_736;136015.343;534462.391;-3.41;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136057.678;534458.657;-2.722;136077.601;534456.9;1.602;136081.586;534456.549;2.365;136086.566;534456.11;4.377;136086.566;534456.11;4.377;136089.057;534455.89;4.432;136089.057;534455.89;4.432;136102.006;534454.748;-0.06;136105.493;534454.441;0.025;136111.47;534453.914;-2.34;-1;-1;-1;-1;-1;-1;136188.67;534447.105;-4.8
12-2_737;136013.146;534437.488;-3.342;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136055.98;534433.71;-2.546;136074.906;534432.041;1.563;136079.887;534431.602;2.534;136084.867;534431.163;4.532;136084.867;534431.163;4.532;136087.358;534430.943;4.43;136087.358;534430.943;4.43;136099.809;534429.845;0.021;136102.798;534429.581;0.149;136109.273;534429.01;-2.42;-1;-1;-1;-1;-1;-1;136186.473;534422.202;-4.79
12-2_738;136010.949;534412.585;-3.393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136053.782;534408.807;-2.393;136071.713;534407.226;1.481;136077.69;534406.699;2.642;136081.674;534406.347;4.359;136081.674;534406.347;4.359;136084.165;534406.128;4.523;136084.165;534406.128;4.523;136097.114;534404.986;0.026;136099.605;534404.766;0.206;136106.08;534404.195;-2.34;-1;-1;-1;-1;-1;-1;136184.276;534397.299;-4.81
12-2_739;136008.752;534387.681;-3.478;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136051.087;534383.948;-2.542;136070.014;534382.278;1.692;136074.497;534381.883;2.373;136079.975;534381.4;4.523;136079.975;534381.4;4.523;136082.466;534381.18;4.555;136082.964;534381.136;4.45;136095.415;534380.038;0.109;136097.408;534379.863;0.149;136103.883;534379.292;-2.26;-1;-1;-1;-1;-1;-1;136182.079;534372.395;-4.76
12-2_740;136006.555;534362.778;-3.528;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136048.89;534359.044;-2.571;136068.315;534357.331;1.846;136072.798;534356.936;2.648;136077.778;534356.497;4.579;136077.778;534356.497;4.579;136080.269;534356.277;4.47;136079.771;534356.321;4.511;136092.72;534355.179;0.077;136095.709;534354.915;0.028;136103.18;534354.256;-2.42;-1;-1;-1;-1;-1;-1;136179.882;534347.492;-4.72
12-2_741;136004.186;534339.08;-3.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136046.954;534334.623;-2.527;136063.863;534332.86;1.977;136068.339;534332.394;2.609;136075.798;534331.616;4.435;136075.798;534331.616;4.435;136078.285;534331.357;4.45;136078.285;534331.357;4.45;136090.22;534330.113;0.309;136093.701;534329.751;0.152;136099.171;534329.18;-2.3;-1;-1;-1;-1;-1;-1;136177.248;534321.043;-4.71
12-2_742;136001.597;534314.214;-3.593;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136044.365;534309.757;-2.638;136058.289;534308.306;1.229;136064.754;534307.632;2.003;136072.711;534306.803;4.318;136072.711;534306.803;4.318;136075.198;534306.543;4.51;136075.198;534306.543;4.51;136087.132;534305.3;0.466;136090.614;534304.937;0.257;136097.576;534304.211;-2.47;-1;-1;-1;-1;-1;-1;136174.658;534296.177;-4.71
12-2_743;135999.005;534289.349;-3.465;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136040.779;534284.995;-2.535;136062.163;534282.767;2.003;136067.136;534282.248;2.933;136070.12;534281.937;4.546;136070.12;534281.937;4.546;136072.607;534281.678;4.551;136073.104;534281.626;4.57;136085.536;534280.331;0.103;136089.514;534279.916;0.103;136095.482;534279.294;-2.31;-1;-1;-1;-1;-1;-1;136172.067;534271.312;-4.7
12-2_744;135997.608;534275.939;-3.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136039.879;534271.533;-2.455;136061.264;534269.305;1.977;136064.745;534268.942;2.571;136069.718;534268.423;4.554;136069.718;534268.423;4.554;136072.204;534268.164;4.519;136072.204;534268.164;4.519;136084.636;534266.869;0.143;136088.118;534266.506;0.25;136094.085;534265.884;-2.41;-1;-1;-1;-1;-1;-1;136170.67;534257.902;-4.69
12-2_745;135994.13;534238.218;-3.633;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136037.471;534234.502;-2.5;136048.929;534233.52;0.399;136052.914;534233.178;0.744;136065.369;534232.11;4.648;136065.369;534232.11;4.648;136067.86;534231.897;4.636;136068.856;534231.812;4.598;136081.808;534230.701;0.041;136084.797;534230.445;0.222;136090.776;534229.932;-2.47;-1;-1;-1;-1;-1;-1;136167.494;534223.355;-4.69
12-2_746;135991.994;534213.309;-3.626;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136033.841;534209.722;-2.644;136051.775;534208.184;2.116;136057.753;534207.672;2.51;136063.233;534207.202;4.557;136063.233;534207.202;4.557;136065.724;534206.988;4.61;136065.724;534206.988;4.61;136079.175;534205.835;0.153;136082.662;534205.536;0.158;136088.64;534205.024;-2.37;-1;-1;-1;-1;-1;-1;136165.359;534198.447;-4.69
12-2_747;135989.859;534188.401;-3.609;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136031.705;534184.813;-2.611;136052.131;534183.062;1.959;136056.614;534182.678;2.56;136060.599;534182.336;4.311;136060.599;534182.336;4.311;136063.09;534182.122;4.553;136064.087;534182.037;4.47;136076.043;534181.012;0.465;136080.028;534180.67;0.259;136085.508;534180.201;-2.17;-1;-1;-1;-1;-1;-1;136163.223;534173.538;-4.68
12-2_748;135987.78;534163.161;-3.568;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136031.136;534159.634;-2.139;136049.576;534158.135;1.872;136054.061;534157.77;2.536;136059.543;534157.324;4.567;136059.543;534157.324;4.567;136062.035;534157.121;4.41;136062.034;534157.121;4.41;136074.992;534156.067;0.213;136078.863;534155.753;0.15;136083.464;534155.378;-1.85;-1;-1;-1;-1;-1;-1;136161.207;534149.055;-4.66
12-2_749;135985.754;534138.243;-3.58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136027.117;534134.879;-2.469;136048.048;534133.177;1.888;136052.035;534132.852;2.401;136057.018;534132.447;4.454;136057.018;534132.447;4.454;136059.51;534132.244;4.441;136059.51;534132.244;4.441;136071.969;534131.231;0.286;136075.956;534130.907;0.209;136082.434;534130.38;-2.4;-1;-1;-1;-1;-1;-1;136159.181;534124.137;-4.66
12-2_750;135983.728;534113.326;-3.566;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136026.088;534109.88;-2.199;136045.524;534108.299;1.775;136049.012;534108.015;2.214;136054.993;534107.529;4.449;136054.993;534107.529;4.449;136057.485;534107.326;4.427;136057.484;534107.326;4.427;136069.943;534106.313;0.168;136072.933;534106.07;0.284;136080.409;534105.462;-2.46;-1;-1;-1;-1;-1;-1;136157.155;534099.22;-4.65
12-2_751;135981.702;534088.408;-3.584;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136022.069;534085.124;-2.55;136043;534083.422;1.501;136047.983;534083.017;2.478;136052.967;534082.611;4.584;136052.967;534082.611;4.584;136055.459;534082.408;4.471;136055.458;534082.409;4.471;136068.416;534081.355;0.112;136071.904;534081.071;0.06;136076.888;534080.666;-2.26;-1;-1;-1;-1;-1;-1;136155.129;534074.302;-4.62
12-2_752;135979.724;534064.295;-3.567;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136021.049;534060.483;-2.132;136041.462;534058.6;1.839;136045.445;534058.233;2.435;136050.424;534057.774;4.523;136050.424;534057.774;4.523;136052.913;534057.544;4.481;136052.913;534057.544;4.481;136065.36;534056.396;0.178;136068.348;534056.12;0.238;136074.322;534055.569;-2.24;-1;-1;-1;-1;-1;-1;136152.988;534048.313;-4.66
12-2_753;135977.426;534039.401;-3.539;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136018.252;534035.635;-2.427;136038.666;534033.752;1.819;136043.645;534033.293;2.648;136048.126;534032.88;4.514;136048.126;534032.88;4.514;136050.615;534032.65;4.389;136051.113;534032.604;4.371;136063.062;534031.502;0.105;136066.907;534031.147;0.23;136071.526;534030.721;-2.19;-1;-1;-1;-1;-1;-1;136150.69;534023.419;-4.67
12-2_754;135975.128;534014.507;-3.574;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136016.452;534010.695;-2.332;136036.866;534008.812;1.807;136040.351;534008.491;2.265;136045.828;534007.985;4.569;136045.828;534007.985;4.569;136048.317;534007.755;4.576;136047.819;534007.802;4.633;136061.262;534006.562;-0.022;136064.249;534006.286;0.218;136069.726;534005.781;-2.3;-1;-1;-1;-1;-1;-1;136148.392;533998.525;-4.66
12-2_755;135972.823;533989.665;-3.524;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136013.647;533985.871;-2.667;136034.557;533983.928;1.846;136038.042;533983.604;2.291;136043.518;533983.095;4.502;136043.518;533983.095;4.502;136046.007;533982.864;4.444;136046.008;533982.863;4.444;136058.952;533981.66;0.096;136061.441;533981.429;0.074;136068.411;533980.781;-2.51;-1;-1;-1;-1;-1;-1;136146.076;533973.563;-4.65
12-2_756;135970.508;533964.773;-3.493;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136011.332;533960.978;-2.857;136031.246;533959.128;1.493;136036.722;533958.619;2.613;136041.203;533958.202;4.449;136041.203;533958.202;4.449;136043.692;533957.971;4.399;136043.692;533957.971;4.399;136056.139;533956.814;0.141;136059.126;533956.536;0.193;136065.598;533955.935;-2.3;-1;-1;-1;-1;-1;-1;136143.761;533948.67;-4.62
12-2_757;135968.193;533939.88;-3.581;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136008.519;533936.132;-2.865;136029.927;533934.143;1.752;136033.91;533933.772;2.275;136039.386;533933.263;4.477;136039.386;533933.263;4.477;136041.875;533933.032;4.321;136041.875;533933.032;4.321;136053.824;533931.921;0.13;136057.309;533931.598;0.256;136062.785;533931.089;-2.26;-1;-1;-1;-1;-1;-1;136141.446;533923.778;-4.61
12-2_758;135965.878;533914.988;-3.646;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136006.702;533911.193;-2.838;136026.616;533909.342;1.472;136031.097;533908.926;2.298;136036.573;533908.417;4.444;136036.573;533908.417;4.444;136039.062;533908.186;4.292;136039.062;533908.186;4.292;136051.509;533907.029;0.11;136054.994;533906.705;0.198;136061.964;533906.057;-2.48;-1;-1;-1;-1;-1;-1;136139.131;533898.885;-4.6
12-2_759;135963.563;533890.095;-3.538;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136004.885;533886.254;-2.952;136024.799;533884.404;1.547;136029.28;533883.987;2.414;136034.756;533883.478;4.546;136034.756;533883.478;4.546;136037.245;533883.247;4.304;136037.245;533883.247;4.304;136049.194;533882.136;0.217;136052.181;533881.859;0.398;136060.644;533881.072;-2.55;-1;-1;-1;-1;-1;-1;136136.816;533873.992;-4.62
12-2_760;135961.248;533865.202;-3.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136002.072;533861.408;-2.882;136022.484;533859.511;1.552;136027.462;533859.048;2.478;136032.441;533858.586;4.398;136032.441;533858.586;4.398;136034.93;533858.354;4.357;136034.93;533858.354;4.357;136046.879;533857.244;0.268;136051.192;533856.843;-0.15;136055.84;533856.411;-2.18;-1;-1;-1;-1;-1;-1;136134.501;533849.1;-4.61
12-2_761;135958.974;533839.954;-3.461;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136000.811;533836.264;-2.67;136019.738;533834.595;1.428;136024.22;533834.199;2.227;136030.197;533833.672;4.466;136030.197;533833.672;4.466;136032.688;533833.453;4.225;136032.19;533833.497;4.365;136044.641;533832.398;0.285;136048.128;533832.091;0.298;136055.101;533831.476;-2.32;-1;-1;-1;-1;-1;-1;136132.301;533824.668;-4.62
12-2_762;135956.777;533815.05;-3.558;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135998.116;533811.405;-2.833;136018.039;533809.648;1.589;136021.525;533809.34;2.168;136027.502;533808.813;4.446;136027.502;533808.813;4.446;136029.992;533808.593;4.449;136030.491;533808.549;4.333;136042.444;533807.495;0.202;136045.931;533807.188;0.075;136050.413;533806.792;-2.04;-1;-1;-1;-1;-1;-1;136130.104;533799.764;-4.62
12-2_763;135954.58;533790.147;-3.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135995.919;533786.501;-2.845;136015.344;533784.788;1.256;136020.324;533784.349;2.318;136025.305;533783.91;4.362;136025.305;533783.91;4.362;136027.795;533783.69;4.407;136027.795;533783.69;4.407;136040.745;533782.548;0.012;136043.235;533782.328;0.058;136049.71;533781.757;-2.17;-1;-1;-1;-1;-1;-1;136127.907;533774.861;-4.6
12-2_764;135952.383;533765.753;-3.469;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135993.199;533761.873;-2.816;136013.109;533759.981;1.472;136017.589;533759.555;2.312;136023.064;533759.034;4.439;136023.064;533759.034;4.439;136025.553;533758.798;4.388;136025.553;533758.798;4.388;136037.499;533757.662;0.345;136040.983;533757.331;0.264;136045.463;533756.905;-1.61;-1;-1;-1;-1;-1;-1;136125.602;533749.288;-4.62
12-2_765;135950.019;533740.865;-3.638;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135991.333;533736.938;-2.821;136010.745;533735.093;1.315;136013.732;533734.809;1.938;136019.705;533734.241;4.407;136019.705;533734.241;4.407;136022.194;533734.005;4.518;136022.691;533733.957;4.471;136035.633;533732.727;0.181;136038.122;533732.49;0.106;136045.091;533731.828;-2.16;-1;-1;-1;-1;-1;-1;136123.238;533724.4;-4.6
12-2_766;135947.655;533715.977;-3.522;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135988.969;533712.05;-2.75;136008.382;533710.205;1.295;136012.364;533709.826;2.057;136017.839;533709.306;4.271;136017.839;533709.306;4.271;136020.328;533709.069;4.391;136020.826;533709.022;4.388;136033.27;533707.839;0.114;136036.754;533707.508;0.14;136043.225;533706.893;-2.08;-1;-1;-1;-1;-1;-1;136120.875;533699.512;-4.62
12-2_767;135945.292;533691.089;-3.385;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135987.103;533687.115;-2.586;136007.511;533685.175;1.717;136011.493;533684.796;2.255;136016.969;533684.276;4.393;136016.969;533684.276;4.393;136019.458;533684.039;4.17;136019.458;533684.039;4.17;136030.906;533682.951;0.142;136034.888;533682.572;0.175;136039.865;533682.099;-1.94;-1;-1;-1;-1;-1;-1;136118.511;533674.624;-4.62
12-2_768;135942.928;533666.201;-3.59;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135985.237;533662.179;-2.489;136004.65;533660.334;1.547;136007.636;533660.05;2.15;136013.609;533659.482;4.324;136013.609;533659.482;4.324;136016.098;533659.246;4.326;136016.596;533659.198;4.225;136028.044;533658.11;0.233;136032.026;533657.732;0.002;136037.004;533657.259;-1.97;-1;-1;-1;-1;-1;-1;136116.147;533649.735;-4.63
12-2_769;135940.682;533640.728;-3.446;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135982.522;533637.075;-2.489;136002.447;533635.335;1.479;136005.933;533635.031;2.019;136011.911;533634.509;4.238;136011.911;533634.509;4.238;136014.401;533634.291;4.21;136013.903;533634.335;4.314;136026.356;533633.247;0.205;136029.344;533632.987;0.272;136035.322;533632.465;-1.96;-1;-1;-1;-1;-1;-1;136114.022;533625.593;-4.63
12-2_770;135938.505;533615.823;-3.367;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135980.346;533612.17;-2.617;135999.772;533610.473;1.52;136003.757;533610.125;2.167;136009.236;533609.647;4.129;136009.236;533609.647;4.129;136011.727;533609.43;4.207;136011.727;533609.43;4.207;136024.179;533608.342;0.101;136028.097;533608;0.06;136032.647;533607.603;-1.59;-1;-1;-1;-1;-1;-1;136111.846;533600.688;-4.6
12-2_771;135936.329;533590.918;-3.462;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135978.668;533587.221;-2.294;135997.098;533585.612;1.509;136002.079;533585.177;2.302;136006.562;533584.785;4.153;136006.562;533584.785;4.153;136009.053;533584.568;4.245;136009.053;533584.568;4.245;136022.003;533583.437;0.046;136025.988;533583.089;-0.058;136031.965;533582.567;-2.05;-1;-1;-1;-1;-1;-1;136109.669;533575.783;-4.6
12-2_772;135934.153;533566.013;-3.342;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135975.993;533562.359;-2.432;135992.929;533560.881;1.557;135998.906;533560.359;2.209;136004.884;533559.837;4.354;136004.884;533559.837;4.354;136007.375;533559.62;4.345;136007.374;533559.619;4.345;136018.83;533558.619;0.528;136023.313;533558.228;0.21;136029.789;533557.662;-1.7;-1;-1;-1;-1;-1;-1;136107.493;533550.878;-4.58
12-2_773;135932.019;533540.934;-3.534;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135973.868;533537.376;-2.222;135989.81;533536.02;1.701;135996.785;533535.427;2.275;136002.265;533534.961;4.323;136002.265;533534.961;4.323;136004.756;533534.749;4.372;136004.756;533534.749;4.372;136016.713;533533.733;0.477;136021.197;533533.352;-0.025;136027.175;533532.843;-2.1;-1;-1;-1;-1;-1;-1;136105.393;533526.193;-4.55
12-2_774;135929.901;533516.024;-3.388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135971.251;533512.508;-2.291;135987.692;533511.11;1.7;135994.667;533510.517;2.258;136000.645;533510.009;4.392;136000.645;533510.009;4.392;136003.136;533509.797;4.198;136003.136;533509.797;4.198;136015.093;533508.78;0.217;136018.581;533508.484;0.024;136023.064;533508.103;-1.86;-1;-1;-1;-1;-1;-1;136103.275;533501.282;-4.55
12-2_775;135927.783;533491.114;-3.324;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135968.137;533487.683;-2.278;135984.079;533486.327;1.525;135992.051;533485.649;2.246;135998.527;533485.099;4.422;135998.527;533485.099;4.422;136001.018;533484.887;4.148;136000.52;533484.929;4.281;136013.473;533483.828;0.138;136015.964;533483.616;0.193;136020.946;533483.193;-1.49;-1;-1;-1;-1;-1;-1;136101.157;533476.372;-4.56
12-2_776;135925.734;533467.138;-3.516;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135966.54;533463.151;-2.32;135982.464;533461.595;1.572;135990.426;533460.817;2.284;135995.9;533460.282;4.351;135995.9;533460.282;4.351;135998.388;533460.039;4.361;135998.886;533459.991;4.276;136010.331;533458.873;0.487;136014.313;533458.484;0.158;136019.289;533457.997;-1.79;-1;-1;-1;-1;-1;-1;136098.91;533450.219;-4.53
